11:55:54.632 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/swagger-resources/configuration/security]}" onto public org.springframework.http.ResponseEntity<springfox.documentation.swagger.web.SecurityConfiguration> springfox.documentation.swagger.web.ApiResourceController.securityConfiguration()
11:55:54.633 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/swagger-resources/configuration/ui]}" onto public org.springframework.http.ResponseEntity<springfox.documentation.swagger.web.UiConfiguration> springfox.documentation.swagger.web.ApiResourceController.uiConfiguration()
11:55:54.634 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/swagger-resources]}" onto public org.springframework.http.ResponseEntity<java.util.List<springfox.documentation.swagger.web.SwaggerResource>> springfox.documentation.swagger.web.ApiResourceController.swaggerResources()
11:55:54.643 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.servlet.error.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
11:55:54.643 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.servlet.error.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
11:55:55.455 [main] INFO  PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [public org.springframework.http.ResponseEntity<springfox.documentation.spring.web.json.Json> springfox.documentation.swagger2.web.Swagger2Controller.getDocumentation(java.lang.String,javax.servlet.http.HttpServletRequest)]
11:55:56.071 [main] INFO  DefaultSecurityFilterChain - Creating filter chain: org.springframework.security.web.util.matcher.AnyRequestMatcher@1, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@2c6dc332, org.springframework.security.web.context.SecurityContextPersistenceFilter@51a1ab2, org.springframework.security.web.header.HeaderWriterFilter@59b52b90, org.springframework.security.web.authentication.logout.LogoutFilter@46ab30b0, net.newglobe.security.ValidateCodeFilter@2e14a983, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@43287940, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@5607a52b, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@74221ab7, org.springframework.security.web.authentication.rememberme.RememberMeAuthenticationFilter@1130f243, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@2983617a, org.springframework.security.web.session.SessionManagementFilter@436614ea, org.springframework.security.web.access.ExceptionTranslationFilter@45d3e504, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@535cd0c]
11:55:56.557 [main] INFO  RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@6ec36f78: startup date [Fri Sep 20 11:55:43 CST 2019]; root of context hierarchy
11:55:56.708 [main] INFO  SimpleUrlHandlerMapping - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
11:55:56.708 [main] INFO  SimpleUrlHandlerMapping - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
11:55:56.746 [main] INFO  ExceptionHandlerExceptionResolver - Detected @ExceptionHandler methods in globleExceptionFilter
11:55:56.808 [main] INFO  WelcomePageHandlerMapping - Adding welcome page template: index
11:55:58.422 [main] INFO  StdSchedulerFactory - Using default implementation for ThreadExecutor
11:55:58.462 [main] INFO  SchedulerSignalerImpl - Initialized Scheduler Signaller of type: class org.quartz.core.SchedulerSignalerImpl
11:55:58.463 [main] INFO  QuartzScheduler - Quartz Scheduler v.2.3.0 created.
11:55:58.465 [main] INFO  RAMJobStore - RAMJobStore initialized.
11:55:58.469 [main] INFO  QuartzScheduler - Scheduler meta-data: Quartz Scheduler (v2.3.0) 'quartzScheduler' with instanceId 'NON_CLUSTERED'
  Scheduler class: 'org.quartz.core.QuartzScheduler' - running locally.
  NOT STARTED.
  Currently in standby mode.
  Number of jobs executed: 0
  Using thread pool 'org.quartz.simpl.SimpleThreadPool' - with 10 threads.
  Using job-store 'org.quartz.simpl.RAMJobStore' - which does not support persistence. and is not clustered.

11:55:58.469 [main] INFO  StdSchedulerFactory - Quartz scheduler 'quartzScheduler' initialized from an externally provided properties instance.
11:55:58.470 [main] INFO  StdSchedulerFactory - Quartz scheduler version: 2.3.0
11:55:58.470 [main] INFO  QuartzScheduler - JobFactory set to: org.springframework.boot.autoconfigure.quartz.AutowireCapableBeanJobFactory@65de3a37
11:55:58.666 [main] INFO  AnnotationMBeanExporter - Registering beans for JMX exposure on startup
11:55:58.669 [main] INFO  AnnotationMBeanExporter - Bean with name 'dataSourceMysql' has been autodetected for JMX exposure
11:55:58.699 [main] INFO  AnnotationMBeanExporter - Bean with name 'rabbitConnectionFactory' has been autodetected for JMX exposure
11:55:58.709 [main] INFO  AnnotationMBeanExporter - Located MBean 'dataSourceMysql': registering with JMX server as MBean [com.zaxxer.hikari:name=dataSourceMysql,type=HikariDataSource]
11:55:58.713 [main] INFO  AnnotationMBeanExporter - Located managed bean 'rabbitConnectionFactory': registering with JMX server as MBean [org.springframework.amqp.rabbit.connection:name=rabbitConnectionFactory,type=CachingConnectionFactory]
11:55:58.806 [main] INFO  DefaultLifecycleProcessor - Starting beans in phase 2147483647
11:55:58.807 [main] INFO  DocumentationPluginsBootstrapper - Context refreshed
11:55:58.872 [main] INFO  DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
11:55:58.988 [main] INFO  ApiListingReferenceScanner - Scanning for api listing references
11:55:59.335 [main] INFO  SchedulerFactoryBean - Starting Quartz Scheduler now
11:55:59.335 [main] INFO  QuartzScheduler - Scheduler quartzScheduler_$_NON_CLUSTERED started.
11:55:59.349 [main] INFO  ScheduledAnnotationBeanPostProcessor - No TaskScheduler/ScheduledExecutorService bean found for scheduled processing
11:55:59.367 [main] INFO  Http11NioProtocol - Starting ProtocolHandler ["http-nio-8089"]
11:55:59.396 [main] INFO  NioSelectorPool - Using a shared selector for servlet write/read
11:55:59.462 [main] INFO  TomcatWebServer - Tomcat started on port(s): 8089 (http) with context path ''
11:55:59.478 [main] INFO  ApiApplication - Started ApiApplication in 17.731 seconds (JVM running for 26.592)
11:59:24.772 [RMI TCP Connection(2)-127.0.0.1] INFO  SpringApplicationAdminMXBeanRegistrar$SpringApplicationAdmin - Application shutdown requested.
11:59:24.772 [RMI TCP Connection(2)-127.0.0.1] INFO  AnnotationConfigServletWebServerApplicationContext - Closing org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@6ec36f78: startup date [Fri Sep 20 11:55:43 CST 2019]; root of context hierarchy
11:59:24.776 [RMI TCP Connection(2)-127.0.0.1] INFO  DefaultLifecycleProcessor - Stopping beans in phase 2147483647
11:59:24.777 [RMI TCP Connection(2)-127.0.0.1] INFO  QuartzScheduler - Scheduler quartzScheduler_$_NON_CLUSTERED paused.
11:59:24.778 [RMI TCP Connection(2)-127.0.0.1] INFO  DefaultLifecycleProcessor - Stopping beans in phase 0
11:59:24.794 [RMI TCP Connection(2)-127.0.0.1] INFO  SchedulerFactoryBean - Shutting down Quartz Scheduler
11:59:24.794 [RMI TCP Connection(2)-127.0.0.1] INFO  QuartzScheduler - Scheduler quartzScheduler_$_NON_CLUSTERED shutting down.
11:59:24.794 [RMI TCP Connection(2)-127.0.0.1] INFO  QuartzScheduler - Scheduler quartzScheduler_$_NON_CLUSTERED paused.
11:59:24.795 [RMI TCP Connection(2)-127.0.0.1] INFO  QuartzScheduler - Scheduler quartzScheduler_$_NON_CLUSTERED shutdown complete.
11:59:24.804 [RMI TCP Connection(2)-127.0.0.1] INFO  AnnotationMBeanExporter - Unregistering JMX-exposed beans on shutdown
11:59:24.805 [RMI TCP Connection(2)-127.0.0.1] INFO  AnnotationMBeanExporter - Unregistering JMX-exposed beans
11:59:24.857 [RMI TCP Connection(2)-127.0.0.1] INFO  HikariDataSource - HikariPool-1 - Shutdown initiated...
11:59:24.871 [RMI TCP Connection(2)-127.0.0.1] INFO  HikariDataSource - HikariPool-1 - Shutdown completed.
12:00:45.743 [main] INFO  ApiApplication - Starting ApiApplication on DESKTOP-82PPJKR with PID 13248 (E:\project\eclipse\springboot-parent\springboot-api\target\classes started by Administrator in E:\project\eclipse\springboot-parent\springboot-api)
12:00:45.750 [main] INFO  ApiApplication - The following profiles are active: dev
12:00:45.872 [main] INFO  AnnotationConfigServletWebServerApplicationContext - Refreshing org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@7caa550: startup date [Fri Sep 20 12:00:45 CST 2019]; root of context hierarchy
12:00:47.919 [main] WARN  ClassPathMapperScanner - No MyBatis mapper was found in '[net.newglobe]' package. Please check your configuration.
12:00:48.046 [main] INFO  RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
12:00:48.226 [main] INFO  RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
12:00:49.390 [main] INFO  PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration' of type [org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration$$EnhancerBySpringCGLIB$$e883879a] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
12:00:49.531 [main] INFO  PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$2217c96c] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
12:00:50.668 [main] INFO  TomcatWebServer - Tomcat initialized with port(s): 8089 (http)
12:00:50.699 [main] INFO  Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8089"]
12:00:50.725 [main] INFO  StandardService - Starting service [Tomcat]
12:00:50.726 [main] INFO  StandardEngine - Starting Servlet Engine: Apache Tomcat/8.5.37
12:00:50.735 [localhost-startStop-1] INFO  AprLifecycleListener - The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [C:\Program Files\Java\jdk1.8.0_66\bin;C:\Windows\Sun\Java\bin;C:\Windows\system32;C:\Windows;C:/Program Files/Java/jre1.8.0_66/bin/server;C:/Program Files/Java/jre1.8.0_66/bin;C:/Program Files/Java/jre1.8.0_66/lib/amd64;C:\ProgramData\Oracle\Java\javapath;C:\ProgramData\DockerDesktop\version-bin;C:\Program Files\Docker\Docker\Resources\bin;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Program Files\Java\jdk1.8.0_66\bin;C:\Program Files\nodejs\;C:\ProgramData\chocolatey\bin;C:\Program Files\Git\cmd;C:\Program Files\TortoiseSVN\bin;E:\software\apache-maven-3.5.0\bin;C:\Users\Administrator\AppData\Local\Microsoft\WindowsApps;C:\Users\Administrator\AppData\Roaming\npm;C:\Users\Administrator\AppData\Local\BypassRuntm;E:\software\eclipse;;.]
12:00:51.463 [localhost-startStop-1] INFO  TldScanner - At least one JAR was scanned for TLDs yet contained no TLDs. Enable debug logging for this logger for a complete list of JARs that were scanned but no TLDs were found in them. Skipping unneeded JARs during scanning can improve startup time and JSP compilation time.
12:00:51.472 [localhost-startStop-1] INFO  [/] - Initializing Spring embedded WebApplicationContext
12:00:51.472 [localhost-startStop-1] INFO  ContextLoader - Root WebApplicationContext: initialization completed in 5601 ms
12:00:51.685 [localhost-startStop-1] INFO  FilterRegistrationBean - Mapping filter: 'characterEncodingFilter' to: [/*]
12:00:51.687 [localhost-startStop-1] INFO  FilterRegistrationBean - Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
12:00:51.687 [localhost-startStop-1] INFO  FilterRegistrationBean - Mapping filter: 'httpPutFormContentFilter' to: [/*]
12:00:51.687 [localhost-startStop-1] INFO  FilterRegistrationBean - Mapping filter: 'requestContextFilter' to: [/*]
12:00:51.689 [localhost-startStop-1] INFO  DelegatingFilterProxyRegistrationBean - Mapping filter: 'springSecurityFilterChain' to: [/*]
12:00:51.689 [localhost-startStop-1] INFO  FilterRegistrationBean - Mapping filter: 'corsFilter' to: [/*]
12:00:51.690 [localhost-startStop-1] INFO  ServletRegistrationBean - Servlet dispatcherServlet mapped to [/]
12:00:53.479 [main] INFO  SysConfig - 通过init方法初始化各种配置参数
12:00:53.516 [main] INFO  HikariDataSource - HikariPool-1 - Starting...
12:00:53.738 [main] INFO  HikariDataSource - HikariPool-1 - Start completed.
12:00:54.484 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/api/login],methods=[POST]}" onto public net.newglobe.app.model.vo.DataResult<java.lang.String> net.newglobe.app.controller.api.ApiLoginController.apiLogin(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.String,java.lang.String)
12:00:54.487 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/api/isLogin],methods=[POST]}" onto public net.newglobe.app.model.vo.Result net.newglobe.app.controller.api.ApiLoginController.isLogin(java.lang.String)
12:00:54.490 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/error/{errorCode}]}" onto public net.newglobe.app.model.vo.Result net.newglobe.app.controller.ErrorController.index(javax.servlet.http.HttpServletRequest,java.lang.String)
12:00:54.491 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/error/{errorCode}],produces=[html/text]}" onto public java.lang.String net.newglobe.app.controller.ErrorController.htmlError(javax.servlet.http.HttpServletRequest,java.lang.String)
12:00:54.492 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/index || ]}" onto public java.lang.String net.newglobe.app.controller.IndexController.index(javax.servlet.http.HttpServletRequest)
12:00:54.493 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/getCode]}" onto public void net.newglobe.app.controller.LoginController.defaultKaptcha(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) throws java.lang.Exception
12:00:54.493 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/login]}" onto public java.lang.String net.newglobe.app.controller.LoginController.login(javax.servlet.http.HttpServletResponse,javax.servlet.http.HttpServletRequest)
12:00:54.504 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/swagger-resources/configuration/security]}" onto public org.springframework.http.ResponseEntity<springfox.documentation.swagger.web.SecurityConfiguration> springfox.documentation.swagger.web.ApiResourceController.securityConfiguration()
12:00:54.505 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/swagger-resources/configuration/ui]}" onto public org.springframework.http.ResponseEntity<springfox.documentation.swagger.web.UiConfiguration> springfox.documentation.swagger.web.ApiResourceController.uiConfiguration()
12:00:54.506 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/swagger-resources]}" onto public org.springframework.http.ResponseEntity<java.util.List<springfox.documentation.swagger.web.SwaggerResource>> springfox.documentation.swagger.web.ApiResourceController.swaggerResources()
12:00:54.514 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.servlet.error.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
12:00:54.515 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.servlet.error.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
12:00:54.846 [main] INFO  PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [public org.springframework.http.ResponseEntity<springfox.documentation.spring.web.json.Json> springfox.documentation.swagger2.web.Swagger2Controller.getDocumentation(java.lang.String,javax.servlet.http.HttpServletRequest)]
12:00:55.399 [main] INFO  DefaultSecurityFilterChain - Creating filter chain: org.springframework.security.web.util.matcher.AnyRequestMatcher@1, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@752e50c6, org.springframework.security.web.context.SecurityContextPersistenceFilter@18ed8b75, org.springframework.security.web.header.HeaderWriterFilter@66831b14, org.springframework.security.web.authentication.logout.LogoutFilter@3bfead8d, net.newglobe.security.ValidateCodeFilter@2bef33e7, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@5f662dd, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@13f255ed, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@21cb5648, org.springframework.security.web.authentication.rememberme.RememberMeAuthenticationFilter@5a1a5521, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@5bd191c2, org.springframework.security.web.session.SessionManagementFilter@3a641f6, org.springframework.security.web.access.ExceptionTranslationFilter@7337f87e, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@5a183fa6]
12:00:55.869 [main] INFO  RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@7caa550: startup date [Fri Sep 20 12:00:45 CST 2019]; root of context hierarchy
12:00:55.985 [main] INFO  SimpleUrlHandlerMapping - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
12:00:55.985 [main] INFO  SimpleUrlHandlerMapping - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
12:00:56.014 [main] INFO  ExceptionHandlerExceptionResolver - Detected @ExceptionHandler methods in globleExceptionFilter
